_id,JURIS_NAME,CNTY_NAME,YEAR,PRIOR_APN,APN,STREET_ADDRESS,PROJECT_NAME,JURS_TRACKING_ID,UNIT_CAT,TENURE,ACUTELY_LOW_INCOME_DR,ACUTELY_LOW_INCOME_NDR,EXTREMELY_LOW_INCOME_DR,EXTREMELY_LOW_INCOME_NDR,VLOW_INCOME_DR,VLOW_INCOME_NDR,LOW_INCOME_DR,LOW_INCOME_NDR,MOD_INCOME_DR,MOD_INCOME_NDR,ABOVE_MOD_INCOME,ENT_APPROVE_DT1,NO_ENTITLEMENTS,BP_ACUTELY_LOW_INCOME_DR,BP_ACUTELY_LOW_INCOME_NDR,BP_EXTREMELY_LOW_INCOME_DR,BP_EXTREMELY_LOW_INCOME_NDR,BP_VLOW_INCOME_DR,BP_VLOW_INCOME_NDR,BP_LOW_INCOME_DR,BP_LOW_INCOME_NDR,BP_MOD_INCOME_DR,BP_MOD_INCOME_NDR,BP_ABOVE_MOD_INCOME,BP_ISSUE_DT1,NO_BUILDING_PERMITS,CO_ACUTELY_LOW_INCOME_DR,CO_ACUTELY_LOW_INCOME_NDR,CO_EXTREMELY_LOW_INCOME_DR,CO_EXTREMELY_LOW_INCOME_NDR,CO_VLOW_INCOME_DR,CO_VLOW_INCOME_NDR,CO_LOW_INCOME_DR,CO_LOW_INCOME_NDR,CO_MOD_INCOME_DR,CO_MOD_INCOME_NDR,CO_ABOVE_MOD_INCOME,CO_ISSUE_DT1,NO_OTHER_FORMS_OF_READINESS,EXTR_LOW_INCOME_UNITS,APPROVE_SB35,HISTORIC_SITES,INFILL_UNITS,FIN_ASSIST_NAME,DR_TYPE,NO_FA_DR,TERM_AFF_DR,DEM_DES_UNITS,DEM_OR_DES_UNITS,DEM_DES_UNITS_OWN_RENT,DENSITY_BONUS_TOTAL,DENSITY_BONUS_NUMBER_OTHER_INCENTIVES,DENSITY_BONUS_INCENTIVES,DENSITY_BONUS_RECEIVE_REDUCTION,NOTES,LATITUDE,LONGITUDE,STD_ADDRESS,SCORE
78,STANISLAUS COUNTY,Stanislaus,2020,,014-040-037,5139,GARST RD,BLD2018-1468,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2020-01-08,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,SINGLE FAMILY DWELLING W/ ATTACHED GARAGE C/S CHURCH ST,37.559009,-120.997660,,82.609999999999999
79,STANISLAUS COUNTY,Stanislaus,2020,,012-023-055,2260,EDSEL,BLD2019-0218,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2020-08-26,1,0,N,0,0,,,0,,0,0,0,0,0,,,SINGLE FAMILY DWELLING WITH ATTACHED GARAGE,37.559009,-120.997660,,82.609999999999999
80,STANISLAUS COUNTY,Stanislaus,2020,,045-072-025,4612,PRISCILLA,BLD2019-1499,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2020-02-12,1,0,N,0,0,,,0,,0,0,0,0,0,,,SINGLE FAMILY DWELLING ( 1835 SF - 4BD / 2 BA - BEDROOM OPTION ) W/ ATTACHED GARAGE - BONITA RANCH VI LOT 119,37.559009,-120.997660,,82.609999999999999
81,STANISLAUS COUNTY,Stanislaus,2020,,020-002-029,1350,Hawkins,BLD2019-2022,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2020-01-15,1,0,0,0,0,0,0,0,0,0,0,1,2020-07-21,1,0,N,0,0,,,0,,0,0,0,0,0,,,"2,327 SQ FT SINGLE FAMILY RESIDENCE - WITH ATTACHED GARAGE AND PATIO COVER",37.559009,-120.997660,,82.609999999999999
82,STANISLAUS COUNTY,Stanislaus,2020,,024-067-012,3326,KALMAR,BLD2019-2880,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2020-05-14,1,0,0,0,0,0,0,0,0,0,0,1,2020-09-02,1,0,N,0,0,,,0,,0,0,0,0,0,,,SINGLE FAMILY DWELLING 1650 SF W/ ATTACHED 2 CAR GARAGE 515 SF,37.559009,-120.997660,,82.609999999999999
83,STANISLAUS COUNTY,Stanislaus,2020,,024-032-023,3311,KALMAR LN,BLD2019-2877,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2020-08-14,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,SINGLE FAMILY DWELLING 2310 SF W/ ATTACHED 2 CAR GARAGE 489 SF   C/S LESTER AVE,37.559009,-120.997660,,82.609999999999999
84,STANISLAUS COUNTY,Stanislaus,2020,,064-035-014,2321,JACKIE CT,BLD2019-2920,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2020-10-21,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,4005 SQ FT SINGLE FAMILY DWELLING W/ ATTACHED 880 SQ FT GARAGE             C/S N STEARNS RD,37.559009,-120.997660,,82.609999999999999
85,STANISLAUS COUNTY,Stanislaus,2020,,002-009-055,7518,DORSEY RD,BLD2020-1396,SFD,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2020-10-02,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,SINGLE FAMILY DWELLING WITH ATTACHED GARAGE (2ND DWELLING)                                           C/S 26 MILES RD.,37.559009,-120.997660,,82.609999999999999
86,PETALUMA,Sonoma,2021,,019-203-008,14 Oak Knoll Ct,The Oaks at Sunnyslope,,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-01-27,1,0,N,0,0,,,0,,0,0,0,0,0,,,,38.216775,-122.637738,"14 Oak Knoll Ct, Petaluma, California, 94952",100
87,PETALUMA,Sonoma,2021,,136-010-027,1818 Alvarado St,Northbank/Riverfront,,SFD,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-11-18,1,0,N,0,0,,,0,,0,0,0,0,0,,,,38.230422,-122.619366,"1818 Alvarado St, Petaluma, California, 94952",100
88,PETALUMA,Sonoma,2021,,136-010-028,1903 Pico St,Northbank/Riverfront,,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-10-20,1,0,N,0,0,,,0,,0,0,0,0,0,,,,38.229967,-122.618688,"1903 Pico St, Petaluma, California, 94952",100
89,PETALUMA,Sonoma,2021,,008-023-005,412 Sheldon St,,,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,2021-02-03,1,0,N,0,0,,,N/A,,0,0,0,0,0,,,,38.229508,-122.649281,"412 Sheldon St, Petaluma, California, 94952",100
90,PETALUMA,Sonoma,2021,,019-550-002,556 Sunnyslope Rd,,,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,2021-10-07,1,0,N,0,0,,,N/A,,0,0,0,0,0,,,,38.218426,-122.638103,"556 Sunnyslope Rd, Petaluma, California, 94952",100
91,PETALUMA,Sonoma,2021,,007-051-017,718A Madison St,,,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-02-04,1,0,N,0,0,,,0,,0,0,0,0,0,,,,38.243140,-122.635778,"718 Madison St, Petaluma, California, 94952",99.230000000000004
92,PETALUMA,Sonoma,2021,,006-650-020,771 El Paseo Dr,,,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-04-13,1,0,N,0,0,,,0,,0,0,0,0,0,,,,38.233378,-122.657035,"771 El Paseo Dr, Petaluma, California, 94952",100
93,PETALUMA,Sonoma,2021,,008-241-027,860 6th St,,,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,2021-01-21,1,0,N,0,0,,,N/A,,0,0,0,0,0,,,,38.226635,-122.629703,"860 6th St, Petaluma, California, 94952",100
94,PETALUMA,Sonoma,2021,,136-010-027,1911 Pico St,Northbank/Riverfront,,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-02-24,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,38.230005,-122.618340,"1911 Pico St, Petaluma, California, 94952",100
95,PETALUMA,Sonoma,2021,,136-010-027,1916 Pico St,Northbank/Riverfront,,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-08-03,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,38.230003,-122.617801,"1916 Pico St, Petaluma, California, 94952",100
96,PETALUMA,Sonoma,2021,,006-011-073,607 Cherry St,,,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,2021-01-07,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,N/A,,0,0,0,0,0,,,,38.242885,-122.651501,"607 Cherry St, Petaluma, California, 94952",100
97,PETALUMA,Sonoma,2021,,019-210-011; 019-220-013,568 Sapphire St,Sterling Hills,,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-11-03,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,38.224753,-122.614374,"568 Sapphire St, Petaluma, California, 94952",100
98,PETALUMA,Sonoma,2021,,019-210-011; 019-220-017,524 Ruby St,Sterling Hills,,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-08-16,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,38.224379,-122.617939,"524 Ruby St, Petaluma, California, 94952",100
99,PETALUMA,Sonoma,2021,,007-324-029,1409 Lauren Dr,,,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,2021-12-13,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,N/A,,0,0,0,0,0,,,,38.249983,-122.626170,"1409 Lauren Dr, Petaluma, California, 94954",100
100,PETALUMA,Sonoma,2021,,136-010-027,1913 Bautista Way,Northbank/Riverfront,,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-08-03,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,38.229488,-122.617942,"1913 Bautista Way, Petaluma, California, 94952",100
